attr,age_band,education_tier,level,prob,syn,abs_dev,cell_n
social_isolation,75+,higher,5,0.1567,0.16666666666666666,0.009966666666666651,2556
prior_victimization x reporting_propensity (joint),19-29,lower,nonvictim,0.958,0.9573749316905956,0.0006250683094043419,20129
prior_victimization x reporting_propensity (joint),19-29,lower,victim_unreported,0.0352,0.03422922152118833,0.0009707784788116694,20129
prior_victimization x reporting_propensity (joint),19-29,lower,victim_reported,0.0068,0.008395846788216007,0.001595846788216007,20129
prior_victimization x reporting_propensity (joint),19-29,higher,nonvictim,0.9583,0.9567683253076511,0.0015316746923489388,56070
prior_victimization x reporting_propensity (joint),19-29,higher,victim_unreported,0.0344,0.03540217585161405,0.001002175851614051,56070
prior_victimization x reporting_propensity (joint),19-29,higher,victim_reported,0.0073,0.007829498840734795,0.0005294988407347949,56070
prior_victimization x reporting_propensity (joint),19-29,lower,nonvictim,0.9891,0.9909066947812335,0.00180669478123352,15176
prior_victimization x reporting_propensity (joint),19-29,lower,victim_unreported,0.0,0.0,0.0,15176
prior_victimization x reporting_propensity (joint),19-29,lower,victim_reported,0.0109,0.009093305218766473,0.0018066947812335268,15176
prior_victimization x reporting_propensity (joint),19-29,higher,nonvictim,0.9434,0.9440390193433961,0.0006390193433960523,54127
prior_victimization x reporting_propensity (joint),19-29,higher,victim_unreported,0.043,0.04258503149999076,0.0004149685000092371,54127
prior_victimization x reporting_propensity (joint),19-29,higher,victim_reported,0.0136,0.013375949156613151,0.00022405084338684815,54127
prior_victimization x reporting_propensity (joint),30-44,lower,nonvictim,0.9854,0.9873061139319746,0.0019061139319745957,28754
prior_victimization x reporting_propensity (joint),30-44,lower,victim_unreported,0.012,0.010224664394519023,0.0017753356054809773,28754
prior_victimization x reporting_propensity (joint),30-44,lower,victim_reported,0.0026,0.0024692216735062947,0.00013077832649370513,28754
prior_victimization x reporting_propensity (joint),30-44,higher,nonvictim,0.9615,0.9609862933310978,0.0005137066689022696,95428
prior_victimization x reporting_propensity (joint),30-44,higher,victim_unreported,0.0271,0.02774866915370751,0.0006486691537075095,95428
prior_victimization x reporting_propensity (joint),30-44,higher,victim_reported,0.0115,0.011265037515194701,0.00023496248480529836,95428
prior_victimization x reporting_propensity (joint),30-44,lower,nonvictim,0.951,0.951163719545405,0.00016371954540506106,27541
prior_victimization x reporting_propensity (joint),30-44,lower,victim_unreported,0.0392,0.04001307142079082,0.0008130714207908243,27541
prior_victimization x reporting_propensity (joint),30-44,lower,victim_reported,0.0098,0.008823209033804147,0.0009767909661958524,27541
prior_victimization x reporting_propensity (joint),30-44,higher,nonvictim,0.94,0.939157494381375,0.000842505618624978,86765
prior_victimization x reporting_propensity (joint),30-44,higher,victim_unreported,0.0479,0.04876390249524578,0.0008639024952457816,86765
prior_victimization x reporting_propensity (joint),30-44,higher,victim_reported,0.0121,0.012078603123379243,2.1396876620756802e-05,86765
prior_victimization x reporting_propensity (joint),45-59,lower,nonvictim,0.9712,0.9707802256548774,0.00041977434512252554,71082
prior_victimization x reporting_propensity (joint),45-59,lower,victim_unreported,0.0205,0.02080695534734532,0.0003069553473453203,71082
prior_victimization x reporting_propensity (joint),45-59,lower,victim_reported,0.0083,0.008412818997777216,0.00011281899777721566,71082
prior_victimization x reporting_propensity (joint),45-59,higher,nonvictim,0.9828,0.9825943898358979,0.0002056101641021435,72333
prior_victimization x reporting_propensity (joint),45-59,higher,victim_unreported,0.0151,0.015373342734298315,0.0002733427342983142,72333
prior_victimization x reporting_propensity (joint),45-59,higher,victim_reported,0.0022,0.002032267429803824,0.00016773257019617616,72333
prior_victimization x reporting_propensity (joint),45-59,lower,nonvictim,0.9517,0.9517026356661026,2.6356661025905836e-06,86278
prior_victimization x reporting_propensity (joint),45-59,lower,victim_unreported,0.0391,0.03885115556688843,0.00024884443311157245,86278
prior_victimization x reporting_propensity (joint),45-59,lower,victim_reported,0.0092,0.009446208767008971,0.00024620876700897146,86278
prior_victimization x reporting_propensity (joint),45-59,higher,nonvictim,0.9533,0.9522863534675615,0.0010136465324385169,55875
prior_victimization x reporting_propensity (joint),45-59,higher,victim_unreported,0.04,0.04102013422818792,0.0010201342281879189,55875
prior_victimization x reporting_propensity (joint),45-59,higher,victim_reported,0.0067,0.006693512304250559,6.487695749441032e-06,55875
prior_victimization x reporting_propensity (joint),60-74,lower,nonvictim,0.9732,0.9734575727853401,0.00025757278534010997,83602
prior_victimization x reporting_propensity (joint),60-74,lower,victim_unreported,0.0168,0.01667424224300854,0.00012575775699145975,83602
prior_victimization x reporting_propensity (joint),60-74,lower,victim_reported,0.01,0.009868184971651395,0.00013181502834860512,83602
prior_victimization x reporting_propensity (joint),60-74,higher,nonvictim,0.9698,0.9694393914337688,0.00036060856623121307,30235
prior_victimization x reporting_propensity (joint),60-74,higher,victim_unreported,0.028,0.028013891185711924,1.389118571192352e-05,30235
prior_victimization x reporting_propensity (joint),60-74,higher,victim_reported,0.0022,0.002546717380519266,0.0003467173805192657,30235
prior_victimization x reporting_propensity (joint),60-74,lower,nonvictim,0.9687,0.9680418083846065,0.0006581916153934886,104668
prior_victimization x reporting_propensity (joint),60-74,lower,victim_unreported,0.0162,0.016442465701073872,0.0002424657010738733,104668
prior_victimization x reporting_propensity (joint),60-74,lower,victim_reported,0.0151,0.015515725914319562,0.0004157259143195615,104668
prior_victimization x reporting_propensity (joint),60-74,higher,nonvictim,0.9547,0.9552701219905764,0.0005701219905763777,15493
prior_victimization x reporting_propensity (joint),60-74,higher,victim_unreported,0.0453,0.04472987800942361,0.0005701219905763916,15493
prior_victimization x reporting_propensity (joint),60-74,higher,victim_reported,0.0,0.0,0.0,15493
prior_victimization x reporting_propensity (joint),75+,lower,nonvictim,0.9827,0.9828025683218792,0.00010256832187915954,30993
prior_victimization x reporting_propensity (joint),75+,lower,victim_unreported,0.0162,0.016164940470428806,3.505952957119293e-05,30993
prior_victimization x reporting_propensity (joint),75+,lower,victim_reported,0.0011,0.0010324912076920595,6.750879230794059e-05,30993
prior_victimization x reporting_propensity (joint),75+,higher,nonvictim,0.9834,0.9838430467397576,0.000443046739757591,6932
prior_victimization x reporting_propensity (joint),75+,higher,victim_unreported,0.0156,0.014714368147720716,0.0008856318522792832,6932
prior_victimization x reporting_propensity (joint),75+,higher,victim_reported,0.001,0.0014425851125216388,0.0004425851125216388,6932
prior_victimization x reporting_propensity (joint),75+,lower,nonvictim,0.974,0.9743937959008631,0.0003937959008630809,55963
prior_victimization x reporting_propensity (joint),75+,lower,victim_unreported,0.026,0.02560620409913693,0.0003937959008630705,55963
prior_victimization x reporting_propensity (joint),75+,lower,victim_reported,0.0,0.0,0.0,55963
prior_victimization x reporting_propensity (joint),75+,higher,nonvictim,0.9745,0.9761345852895149,0.0016345852895148782,2556
prior_victimization x reporting_propensity (joint),75+,higher,victim_unreported,0.0255,0.023865414710485134,0.0016345852895148644,2556
prior_victimization x reporting_propensity (joint),75+,higher,victim_reported,0.0,0.0,0.0,2556
